Numer RSPO,Nazwa,Kod terytorialny województwo,Kod terytorialny powiat,Kod terytorialny gmina,Kod terytorialny miejscowość,Kod terytorialny ulica,Województwo,Powiat,Gmina,Ulica,Numer budynku,Numer lokalu,Adres full,Kod pocztowy,Telefon,E-mail,Strona www,Publiczność status,Kategoria uczniów,Imię i nazwisko dyrektora,Liczba uczniów
41846,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W RADOMIU,14,1463,1463011,972750,23682,MAZOWIECKIE,Radom,Radom,ul. Warszawska,12,,Radom ul. Warszawska 12 ,26-600,483441060,sekretariat@7lo.radom.pl,www.7lo.radom.pl,publiczna,Dzieci lub młodzież,BEATA FALIŃSKA,510
82379,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W SOSNOWCU,24,2475,2475011,943428,8458,ŚLĄSKIE,Sosnowiec,Sosnowiec,ul. Stefana Kisielewskiego,4B,,Sosnowiec ul. Stefana Kisielewskiego 4B ,41-219,322938139,lo7@sosnowiec.edu.pl,http://www.zso14.edu.pl,publiczna,Dzieci lub młodzież,,610
88974,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII KONOPNICKIEJ W LUBLINIE,6,663,663011,954700,4902,LUBELSKIE,Lublin,Lublin,ul. Farbiarska,8,,Lublin ul. Farbiarska 8 ,20-109,815326512,poczta@lo7.lublin.eu,http://strona.7lo.lublin.pl/,publiczna,Dzieci lub młodzież,DOROTA IWANICKA-PRZYBYSZ,419
42262,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA,24,2464,2464011,930868,14503,ŚLĄSKIE,Częstochowa,Częstochowa,ul. Feliksa Nowowiejskiego,18,,Częstochowa ul. Feliksa Nowowiejskiego 18 ,42-217,343245266,lo7@edukacja.czestochowa.pl,http://www.kopernik.czest.pl,publiczna,Dzieci lub młodzież,MARCIN TERKA,790
11780,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. NAUCZYCIELI TAJNEGO NAUCZANIA W BIAŁYMSTOKU,20,2061,2061011,922410,24170,PODLASKIE,Białystok,Białystok,ul. Wierzbowa,7,,Białystok ul. Wierzbowa 7 ,15-743,856649331,lo7@um.bialystok.pl,7lo.edu.bialystok.pl,publiczna,Dzieci lub młodzież,JERZY NOWIK,760
14041,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W TARNOWIE,12,1263,1263011,981570,21071,MAŁOPOLSKIE,Tarnów,Tarnów,ul. Stanisława Staszica,8,,Tarnów ul. Stanisława Staszica 8 ,33-100,146888409,dyr7lo@umt.tarnow.pl,www.viilo-tarnow.pl,publiczna,Dzieci lub młodzież,MARIAN KOZIK,442
8796,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. WANDY SZUMAN,4,463,463011,982724,891,KUJAWSKO-POMORSKIE,Toruń,Toruń,ul. Stefana Batorego,39B,,Toruń ul. Stefana Batorego 39B ,87-100,566238323,sekretariat@lo7.edu.torun.pl,https://7lo.torun.pl/,publiczna,Dzieci lub młodzież,TADEUSZ SZUDZIK,436
20087,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. ZOFII NAŁKOWSKIEJ W KRAKOWIE,12,1261,1261029,950470,19994,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,ul. Stanisława Skarbińskiego,5,,Kraków ul. Stanisława Skarbińskiego 5 ,30-071,126374291,lo7@mjo.krakow.pl,vii-lo.krakow.pl,publiczna,Dzieci lub młodzież,Wojciech Zagórny,714
10830,VII LICEUM OGÓLNOKSZTAŁCĄCE IM.HARCERZY OBROŃCÓW KATOWICE Z ODDZIAŁAMI DWUJĘZYCZNYMI W KATOWICACH,24,2469,2469011,937474,15625,ŚLĄSKIE,Katowice,Katowice,ul. Panewnicka,13,,Katowice ul. Panewnicka 13 ,40-709,322526204,sekret7lo@poczta.fm,,publiczna,Dzieci lub młodzież,ADAM GOŹDZICKI,522
83223,VII LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W ZESPOLE SZKÓŁ MISTRZOSTWA SPORTOWEGO W GORZOWIE WIELKOPOLSKIM,8,861,861011,935140,14914,LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Stefana Okrzei,42,,Gorzów Wielkopolski ul. Stefana Okrzei 42 ,66-400,667659319,zsspo@edu.gorzow.pl,www.szkolasportowa.pl,publiczna,Dzieci lub młodzież,,86
17843,VII LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W ZESPOLE SZKÓŁ MISTRZOSTWA SPORTOWEGO W ZIELONEJ GÓRZE,8,862,862011,988313,25084,LUBUSKIE,Zielona Góra,Zielona Góra,ul. Stanisława Wyspiańskiego,21,,Zielona Góra ul. Stanisława Wyspiańskiego 21 ,65-036,684512050,sekretariat@zsms.zgora.pl,www.7liceum.zgora.pl,publiczna,Dzieci lub młodzież,,360
480050,VII LICEUM OGÓLNOKSZTAŁCĄCE W BIELSKU-BIAŁEJ,24,2461,2461011,923584,4995,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,ul. Filarowa,52,,Bielsko-Biała ul. Filarowa 52 ,43-300,338271331,sekretariat@zssio.pl,www.zssio.pl,publiczna,Dzieci lub młodzież,,31
11492,VII LICEUM OGÓLNOKSZTAŁCĄCE W GLIWICACH,24,2466,2466011,940000,15151,ŚLĄSKIE,Gliwice,Gliwice,ul. Orląt Śląskich,25,,Gliwice ul. Orląt Śląskich 25 ,44-102,322705557,sekretariat@zso4.gliwice.eu,www.zso4.gliwice.pl,publiczna,Dzieci lub młodzież,,476
15295,VII LICEUM OGÓLNOKSZTAŁCĄCE W LEGNICY,2,262,262011,954047,18322,DOLNOŚLĄSKIE,Legnica,Legnica,ul. Radosna,17,,Legnica ul. Radosna 17 ,59-220,767233240,sekretariat@7lo.legnica.eu,www.7lo.legnica.eu,publiczna,Dzieci lub młodzież,Iwona Gorczyca,479
22804,VII LICEUM OGÓLNOKSZTAŁCĄCE W ŁOMŻY,20,2062,2062011,957241,9228,PODLASKIE,Łomża,Łomża,ul. Stacha Konwy,11,,Łomża ul. Stacha Konwy 11 ,18-400,862162015,sekretariat@zswio7.miastolomza.pl,https://www.wetalomza.pl/,publiczna,Dzieci lub młodzież,,214
83515,VII LICEUM OGÓLNOKSZTAŁCĄCE W OLSZTYNIE,28,2862,2862011,964465,9009,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,ul. Kołobrzeska,29,,Olsztyn ul. Kołobrzeska 29 ,10-431,895331855,zschio@zschio.olsztyn.eu,www.zschio.olsztyn.eu,publiczna,Dzieci lub młodzież,,279
23981,VII LICEUM OGÓLNOKSZTAŁCĄCE W ZABRZU W ZESPOLE SZKÓŁ NR 10 IM. PROF. JANUSZA GROSZKOWSKIEGO W ZABRZU,24,2478,2478011,945380,2849,ŚLĄSKIE,Zabrze,Zabrze,ul. Fryderyka Chopina,26,,Zabrze ul. Fryderyka Chopina 26 ,41-807,322711177,school@zs10.zabrze.pl,www.zs10.zabrze.pl,publiczna,Dzieci lub młodzież,,170
92706,VII LICEUM OGÓLNOKSZTAŁCĄCE W ZAMOŚCIU,6,664,664011,987510,21803,LUBELSKIE,Zamość,Zamość,ul. Szczebrzeska,102,,Zamość ul. Szczebrzeska 102 ,22-400,504260191,zsp5@poczta.fm,zsp5-zamosc.edupage.org,publiczna,Dzieci lub młodzież,,208
70863,VII PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA REJA W KRAKOWIE,12,1261,1261059,951327,6163,MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,ul. Grodzka,60,,Kraków ul. Grodzka 60 ,31-044,124230372,office@szkolyprywatne.net,szkolyreja.pl,niepubliczna,Dzieci lub młodzież,PIOTR MACHOWSKI,237
21211,VII SPORTOWE LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO,22,2262,2262011,934100,24490,POMORSKIE,Gdynia,Gdynia,ul. Władysława IV,54,,Gdynia ul. Władysława IV 54 ,81-384,586205655,sekretariat@zsso.gdynia.pl,www.zssogdynia.pl,publiczna,Dzieci lub młodzież,,332
84682,VIII LICEUM OGÓLNOKSZTAŁCĄCE,4,463,463011,982724,6260,KUJAWSKO-POMORSKIE,Toruń,Toruń,ul. Grunwaldzka,33/35,,Toruń ul. Grunwaldzka 33/35 ,87-100,566602292,sekretariat@8lo.torun.pl,www.8lo.torun.pl,publiczna,Dzieci lub młodzież,,767
121512,VIII LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH IM. ŚW. MAKSYMILIANA MARII KOLBE W KRAKOWIE,12,1261,1261059,951327,12746,MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,ul. Macieja Miechowity,6,,Kraków ul. Macieja Miechowity 6 ,31-469,124223866,sekretariat.szkoly@zsps.krakow.pl,zsps.krakow.pl,publiczna,Dorośli,,102
34199,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM ADAMA MICKIEWICZA,30,3064,3064059,970224,2584,WIELKOPOLSKIE,Poznań,Poznań-Stare Miasto,ul. Hipolita Cegielskiego,1,,Poznań ul. Hipolita Cegielskiego 1 ,61-862,618661037,sekretariat@lo8.poznan.pl,www.lo8.poznan.pl,publiczna,Dzieci lub młodzież,MAREK GREFLING,797
22523,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA ASNYKA,10,1061,1061059,958430,17088,ŁÓDZKIE,Łódź,Łódź-Śródmieście,ul. Pomorska,105,,Łódź ul. Pomorska 105 ,90-225,426786522,osemka@8lolodz.eu,www.8lolodz.edupage.org,publiczna,Dzieci lub młodzież,ANNA PANEK,632
13768,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. DRA EMILA WARMIŃSKIEGO W BYDGOSZCZY,4,461,461011,928363,21620,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Swarzewska,10,,Bydgoszcz ul. Swarzewska 10 ,85-731,523420411,lo08@edu.bydgoszcz.pl,8lo.edu.bydgoszcz.pl,publiczna,Dzieci lub młodzież,ALDONA SOBIEŃ,761
11182,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KOMISJI EDUKACJI NARODOWEJ W GDAŃSKU,22,2261,2261011,933016,8124,POMORSKIE,Gdańsk,Gdańsk,ul. Kartuska,128,,Gdańsk ul. Kartuska 128 ,80-136,583020010,sekretariat@lo8.edu.gdansk.pl,lo8.edu.gdansk.pl,publiczna,Dzieci lub młodzież,TADEUSZ CHĄDZYŃSKI,570
11761,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA KAZIMIERZA WIELKIEGO W BIAŁYMSTOKU,20,2061,2061011,922410,16046,PODLASKIE,Białystok,Białystok,ul. Piastowska,5,,Białystok ul. Piastowska 5 ,15-207,857414944,sekretariat@lo8.edu.bialystok.pl,lo8.edu.bialystok.pl,publiczna,Dzieci lub młodzież,EDYTA TRUSZKOWSKA,878
10840,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE Z ODDZIAŁAMI DWUJĘZYCZNYMI W KATOWICACH,24,2469,2469011,937474,11937,ŚLĄSKIE,Katowice,Katowice,ul. 3 Maja,42,,Katowice ul. 3 Maja 42 ,40-097,322539432,sekretariat@8lo.pl,www.8lo.pl,publiczna,Dzieci lub młodzież,MARIA DŁOTKO,599
3904,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. OLIMPIJCZYKÓW POLSKICH,32,3262,3262011,977976,12165,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,ul. Andrzeja Małkowskiego,12,,Szczecin ul. Andrzeja Małkowskiego 12 ,70-306,914893391,zso9@miasto.szczecin.pl,www.zso9.szczecin.pl,publiczna,Dzieci lub młodzież,,333
14520,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,18,1863,1863011,974133,25084,PODKARPACKIE,Rzeszów,Rzeszów,ul. Stanisława Wyspiańskiego,16a,,Rzeszów ul. Stanisława Wyspiańskiego 16a ,35-111,177482120,sekretariat@8lo.resman.pl,www.8lo.rzeszow.pl,publiczna,Dzieci lub młodzież,ANNA MURIAS,834
20433,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO W KRAKOWIE,12,1261,1261059,951327,6319,MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,ul. Grzegórzecka,24,,Kraków ul. Grzegórzecka 24 ,31-531,124211571,lo8@mjo.krakow.pl,viii-lo.krakow.pl,publiczna,Dzieci lub młodzież,MARIA KOT,856
40982,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA IV,14,1465,1465088,919298,7029,MAZOWIECKIE,Warszawa,Praga-Północ,ul. Jagiellońska,38,,Warszawa ul. Jagiellońska 38 ,03-719,226192745,lo8@eduwarszawa.pl,www.wladyslaw.edu.pl,publiczna,Dzieci lub młodzież,Małgorzata Dąbrowska,623
52855,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. ZOFII NAŁKOWSKIEJ W LUBLINIE,6,663,663011,954700,20298,LUBELSKIE,Lublin,Lublin,ul. Słowicza,5,,Lublin ul. Słowicza 5 ,20-336,817440623,poczta@lo8.lublin.eu,www.lo8.lublin.eu,publiczna,Dzieci lub młodzież,KAMIL DĄBROWSKI,496
42364,VIII LICEUM OGÓLNOKSZTAŁCĄCE SAMORZĄDOWE IM. GEN. JÓZEFA SOWIŃSKIEGO,24,2464,2464011,930868,24742,ŚLĄSKIE,Częstochowa,Częstochowa,ul. Stanisława Worcella,22,,Częstochowa ul. Stanisława Worcella 22 ,42-202,343642762,lo8@edukacja.czestochowa.pl,,publiczna,Dzieci lub młodzież,Ilona Walczak-Dądela,670
18069,VIII LICEUM OGÓLNOKSZTAŁCĄCE W JAROSŁAWIU,18,1804,1804011,972192,41182,PODKARPACKIE,jarosławski,Jarosław,pl. Plac Mickiewicza,13,,jarosławski pl. Plac Mickiewicza 13 ,37-500,166212311,sekretariat@ekonomikjaroslaw.pl,www.ekonomikjaroslaw.pl,publiczna,Dzieci lub młodzież,,119
23971,VIII LICEUM OGÓLNOKSZTAŁCĄCE W ZABRZU W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 14 W ZABRZU,24,2478,2478011,945380,38659,ŚLĄSKIE,Zabrze,Zabrze,ul. ks. Doktora Antoniego Korczoka,98,,Zabrze ul. ks. Doktora Antoniego Korczoka 98 ,41-806,322775482,sekretariat@zso14.zabrze.pl,http://zso14zabrze.szkolnastrona.pl/,publiczna,Dzieci lub młodzież,,223
103541,VIII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI,14,1464,1464011,975173,39974,MAZOWIECKIE,Siedlce,Siedlce,ul. Księdza Jerzego Popiełuszki,8,,Siedlce ul. Księdza Jerzego Popiełuszki 8 ,08-110,257943480,zsp3@zsp3.siedlce.pl,www.zsp3.siedlce.pl,publiczna,Dzieci lub młodzież,,246
80875,VIII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. JÓZEFA PIŁSUDSKIEGO W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 16 W GORZOWIE WIELKOPOLSKIM,8,861,861011,935140,4399,LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Ksawerego Dunikowskiego,5,,Gorzów Wielkopolski ul. Ksawerego Dunikowskiego 5 ,66-400,957213624,zso16@edu.gorzow.pl,www.zso16.gorzow.pl,publiczna,Dzieci lub młodzież,,219
11790,VIII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI W GLIWICACH,24,2466,2466011,940000,19898,ŚLĄSKIE,Gliwice,Gliwice,ul. Sikornik,34,,Gliwice ul. Sikornik 34 ,44-122,322322501,sekretariat@zso5.gliwice.eu,www.zso5.gliwice.pl,publiczna,Dzieci lub młodzież,,435
79902,VIII PRYWATNE AKADEMICKIE LICEUM OGÓLNOKSZTAŁCĄCE,12,1261,1261059,951327,8061,MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,ul. Karmelicka,45,,Kraków ul. Karmelicka 45 ,31-128,126339657,sekretariat@pack.edu.pl,viiipalo.krakow.pl,niepubliczna,Dzieci lub młodzież,PIOTR KOŁODZIEJ,415
275841,VITAUTIA - NIEPUBLICZNY PUNKT PRZEDSZKOLNY DO ZADAŃ SPECJALNYCH,14,1434,1434124,921792,11123,MAZOWIECKIE,wołomiński,Wołomin,ul. Lipińska,188,,wołomiński ul. Lipińska 188 ,05-200,538178195,przedszkole@vitautia.pl,,niepubliczna,Dzieci lub młodzież,KATARZYNA KOŁDRASZEWSKA,25
4423,WALDEMAR DĘBOWSKI NIEPUBLICZNE PRZEDSZKOLE KUBUSIOWE PRZEDSZKOLE,14,1406,1406114,973978,25114,MAZOWIECKIE,grójecki,Warka,ul. ks. kard. Stefana Wyszyńskiego,3,,grójecki ul. ks. kard. Stefana Wyszyńskiego 3 ,05-660,486675005,przedszkoleniepublicznewarka@wp.pl,,niepubliczna,Dzieci lub młodzież,WALDEMAR DĘBOWSKI,98
85357,WALDORFSKA SZKOŁA PODSTAWOWA IM. CYPRIANA KAMILA NORWIDA W BIELSKU-BIAŁEJ,24,2461,2461011,923584,16579,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,ul. Pocztowa,22,,Bielsko-Biała ul. Pocztowa 22 ,43-300,338101393,szkola@waldorf-bielsko.edu.pl,www.waldorf-bielsko.edu.pl,niepubliczna,Dzieci lub młodzież,JOANNA STASZKO,222
68630,WALDORFSKA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA,12,1261,1261029,950470,8265,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,ul. Kazimierza Wielkiego,33,,Kraków ul. Kazimierza Wielkiego 33 ,30-074,606398002,sekretariat@waldorfskaszkola.pl,waldorfskaszkola.pl,niepubliczna,Dzieci lub młodzież,ELŻBIETA LEKAN,167
70687,WALDORFSKA SZKOŁA PODSTAWOWA NR 71,14,1465,1465188,919884,26433,MAZOWIECKIE,Warszawa,Wola,ul. Żelazna,103B,,Warszawa ul. Żelazna 103B ,01-017,226315478,szkola@waldorfska.edu.pl,www.waldorfska.edu.pl,niepubliczna,Dzieci lub młodzież,JUSTYNA SAWICKA,99
272822,WALDORFSKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. CYPRIANA KAMILA NORWIDA W BIELSKU-BIAŁEJ,24,2461,2461011,923584,16579,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,ul. Pocztowa,18,,Bielsko-Biała ul. Pocztowa 18 ,43-300,690167977,sekretariat-liceum@waldorf-bielsko.edu.pl,https://waldorf-bielsko.edu.pl/,niepubliczna,Dzieci lub młodzież,AGATA DWORNICZEK-SMOŁKA,61
268228,"WALDORFSKO-LEŚNY NIEPUBLICZNY PUNKT PRZEDSZKOLNY ""MOMO""",12,1261,1261049,950960,3543,MAŁOPOLSKIE,Kraków,Kraków-Podgórze,ul. Ćwikłowa,20E,,Kraków ul. Ćwikłowa 20E ,30-377,579636674,przedszkolemomo@gmail.com,,niepubliczna,Dzieci lub młodzież,MACIEJ MROZOWSKI,18
53002,WARSAW BILINGUAL SCHOOL DWUJĘZYCZNA SZKOŁA PODSTAWOWA IM. PROFESORA WŁADYSŁAWA BARTOSZEWSKIEGO,14,1465,1465178,988862,18292,MAZOWIECKIE,Warszawa,Włochy,ul. Radarowa,6,,Warszawa ul. Radarowa 6 ,02-137,228480435,szkola@wbschool.pl,www.wbschool.pl,niepubliczna,Dzieci lub młodzież,DOROTA MASIAK,217
108861,"WARSZAWSKA AKADEMIA REKLAMY, FOTOGRAFII I FILMU - POLICEALNE STUDIUM ZAWODOWE W WARSZAWIE",14,1465,1465138,988833,22018,MAZOWIECKIE,Warszawa,Ursynów,ul. Stefana Szolc-Rogozińskiego,3,,Warszawa ul. Stefana Szolc-Rogozińskiego 3 ,02-777,226442858,szkolareklamy@szkolareklamy.pl,,niepubliczna,Bez kategorii,SŁAWOMIR WOJTKOWSKI,10
29540,WARSZAWSKA SZKOŁA MUZYCZNA,14,1465,1465138,988833,45561,MAZOWIECKIE,Warszawa,Ursynów,al. Aleja Komisji Edukacji Narodowej,36,126,Warszawa al. Aleja Komisji Edukacji Narodowej 36 126,02-797,506141696,kontakt@muzyczna.art.pl,http://muzyczna.art.pl/,niepubliczna szkoła artystyczna o uprawnieniach publicznej szkoły artystycznej,Bez kategorii,ANITA ROMANOWSKA,40
121495,WĄSKA 22. NIEPUBLICZNE PRZEDSZKOLE PRZYRODNICZO-JĘZYKOWE,14,1434,1434124,921792,23795,MAZOWIECKIE,wołomiński,Wołomin,ul. Wąska,22,,wołomiński ul. Wąska 22 ,05-200,735924759,nataliadabrowska.przedszkole@gmail.com,,niepubliczna,Dzieci lub młodzież,NATALIA DĄBROWSKA,44
272146,WAWERSKA SZKOŁA REALNA,14,1465,1465148,988840,12198,MAZOWIECKIE,Warszawa,Wawer,ul. Małowiejska,31,,Warszawa ul. Małowiejska 31 ,04-962,691354820,sekretariat@realna.waw.pl,www.realna.waw.pl,niepubliczna,Dzieci lub młodzież,ALEKSANDRA DROZD,138
19585,"WESOŁA RODZINKA - PRZEDSZKOLE DWUJĘZYCZNE, INTEGRACYJNE, SPORTOWE",24,2462,2462011,938670,1430,ŚLĄSKIE,Bytom,Bytom,ul. Bluszczowa,7,,Bytom ul. Bluszczowa 7 ,41-923,505099330,poczta@wesolarodzinka.pl,www.wesolarodzinka.pl,niepubliczna,Dzieci lub młodzież,Janusz Wiatr,24
3178,WESOŁE KANGURKI,14,1421,1421021,921510,2629,MAZOWIECKIE,pruszkowski,Pruszków,ul. Ceramiczna,16,3U,pruszkowski ul. Ceramiczna 16 3U,05-800,697124127,przedszkolekangurki@gmail.com,,niepubliczna,Dzieci lub młodzież,KATARZYNA GIERLACH,12
120019,WESOŁE PRZEDSZKOLAKI,2,217,217022,875945,,DOLNOŚLĄSKIE,strzeliński,Kondratowice,,24,,strzeliński  24 ,57-150,,szkolazelowice@poczta.onet.pl,,niepubliczna,Dzieci lub młodzież,VIOLETTA ŻYGADŁO,11
130143,WESOŁE SAFARI SP.Z O.O.,2,224,224054,984692,17372,DOLNOŚLĄSKIE,ząbkowicki,Ząbkowice Śląskie,ul. Powstańców Warszawy,8W,,ząbkowicki ul. Powstańców Warszawy 8W ,57-200,695966731,ela.szymo.wojtal@wp.pl,,niepubliczna,Dzieci lub młodzież,ELŻBIETA LEWANDOWSKA,61
129570,"WIEJSKIE OGNISKO PRZEDSZKOLNE TPD PRZEDSZKOLE ""TROSKLIWYCH MISIÓW""",32,3208,3208042,307595,21805,ZACHODNIOPOMORSKIE,kołobrzeski,Kołobrzeg,ul. Szczecińska,12,,kołobrzeski ul. Szczecińska 12 ,78-100,943425627,koszalin@tpd24.pl,tpd24.pl,niepubliczna,Dzieci lub młodzież,BARTOSZ ZABROCKI,10
83021,WIEJSKIE OGNISKO PRZEDSZKOLNE TPD SŁONECZKO,32,3208,3208042,307460,9009,ZACHODNIOPOMORSKIE,kołobrzeski,Kołobrzeg,ul. Kołobrzeska,1,,kołobrzeski ul. Kołobrzeska 1 ,78-100,943425627,koszalin@tpd24.pl,tpd24.pl,niepubliczna,Dzieci lub młodzież,BARTOSZ ZABROCKI,13
479306,WIELICKIE PRZEDSZKOLE MONTESSORI W WIELICZCE,12,1219,1219054,952232,7335,MAŁOPOLSKIE,wielicki,Wieliczka,ul. Jasna,24,,wielicki ul. Jasna 24 ,32-020,784975567,sekretariat@montessoriszkola.pl,www.montessoriszkola.pl,niepubliczna,Dzieci lub młodzież,MIESZKO LAMBOR,23
83102,WIELKOPOLSKA SZKOŁA MEDYCZNA,30,3064,3064069,970448,3410,WIELKOPOLSKIE,Poznań,Poznań-Wilda,ul. 28 Czerwca 1956 r.,231-239,,Poznań ul. 28 Czerwca 1956 r. 231-239 ,61-485,618430797,sekretariat@wsm.poznan.pl,https://wsm.poznan.pl/,niepubliczna,Bez kategorii,VIOLETTA MUSA,596
107173,WIELKOPOLSKA SZKOŁA MEDYCZNA II,30,3064,3064069,970448,3410,WIELKOPOLSKIE,Poznań,Poznań-Wilda,ul. 28 Czerwca 1956 r.,231,239,Poznań ul. 28 Czerwca 1956 r. 231 239,61-485,618430797,sekretariat@wsm.poznan.pl,,niepubliczna,Bez kategorii,VIOLETTA MUSA,679
478151,WIELKOPOLSKIE TECHNIKUM ZAWODOWE,30,3064,3064049,969770,14226,WIELKOPOLSKIE,Poznań,Poznań-Nowe Miasto,ul. Nieszawska,19,,Poznań ul. Nieszawska 19 ,61-022,577005733,dyrektor@wtz.edu.pl,https://wtz.edu.pl,niepubliczna,Dzieci lub młodzież,BARTOSZ EWERTOWSKI,409
127601,WIELOBRANŻOWA SZKOŁA I STOPNIA IM. ŚW. OTTONA Z BAMBERGU,32,3207,3207064,980079,9546,ZACHODNIOPOMORSKIE,kamieński,Wolin,ul. Kościelna,19,,kamieński ul. Kościelna 19 ,72-510,913260251,ottonwolin@wp.pl,www.szkolyottona.pl,niepubliczna,Dzieci lub młodzież,PAWEŁ CZAPKIN,18
84874,WIELOKULTUROWE LICEUM HUMANISTYCZNE IM. JACKA KURONIA,14,1465,1465088,919298,8630,MAZOWIECKIE,Warszawa,Praga-Północ,ul. ks. Ignacego Kłopotowskiego,31,,Warszawa ul. ks. Ignacego Kłopotowskiego 31 ,03-708,226702142,szkola@wlh.edu.pl,www.wlh.edu.pl,niepubliczna,Dzieci lub młodzież,Agata Jabłońska-Stryjek,166
262642,WIELOZAWODOWA SZKOŁA BRANŻOWA I STOPNIA W SUWAŁKACH,20,2063,2063011,977456,9582,PODLASKIE,Suwałki,Suwałki,ul. Tadeusza Kościuszki,58,,Suwałki ul. Tadeusza Kościuszki 58 ,16-400,875663937,parafia-nspj@o2.pl,www.szkola.nspj.suwalki.pl,niepubliczna,Dzieci lub młodzież,BOŻENNA SZYNKOWSKA,48
21162,WIERCHY - SZKOŁA PODSTAWOWA FUNDACJI STERNIK - KRAKÓW,12,1261,1261029,950470,52423,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,ul. Eliasza Radzikowskiego,52,,Kraków ul. Eliasza Radzikowskiego 52 ,31-315,126385525,szkola.wierchy@krakow.sternik.edu.pl,wierchy.edu.pl,niepubliczna,Dzieci lub młodzież,JAROSŁAW KUBIZNA,206
481091,WIOSKA ANTYPODY WIKTORIA PISULA-GAWRON,14,1432,1432054,920864,24048,MAZOWIECKIE,warszawski zachodni,Łomianki,ul. Wiejska,2,,warszawski zachodni ul. Wiejska 2 ,05-092,696626233,wiktoria.pisula@wioski.co,www.wioskaantypody.org,niepubliczna,Dzieci lub młodzież,,17
482813,WIOSKA NA ZACISZU,14,1465,1465118,988827,11174,MAZOWIECKIE,Warszawa,Targówek,ul. Lisia,18A,,Warszawa ul. Lisia 18A ,03-678,669280588,anna.krywko@wioski.co,,niepubliczna,Dzieci lub młodzież,ANNA KRYWKO,11
23556,WIOSKA PRZYJACIÓŁ PRZEDSZKOLE NIEPUBLICZNE,22,2215,2215021,934694,5441,POMORSKIE,wejherowski,Rumia,ul. Gdyńska,13,,wejherowski ul. Gdyńska 13 ,84-230,609815261,przedszkole@wioskaprzyjaciol.pl,wioskaprzyjaciol.pl,niepubliczna,Dzieci lub młodzież,SYLWIA SMAGALSKA,23
